54.272138	55.223475	
58.439642	59.385573	
62.858493	63.739560	
67.330046	68.269220	
71.448901	72.269159	
75.151547	75.986669	
79.275808	80.097417	
83.004129	83.724388	
86.359483	87.151362	
89.694566	90.490500	
93.160729	93.941798	
96.398517	97.221478	
99.318743	100.228188	
102.594368	103.464625	
105.826751	106.667278	
108.838867	109.667232	
112.246922	113.045559	
115.160391	116.030648	
118.352234	119.229247	
121.492726	122.294065	
124.884566	125.715634	
127.960194	128.829100	
131.296629	132.081752	
134.660091	135.523591	
137.992472	138.855973	
141.346475	142.001870	
144.701829	145.531546	
147.858537	148.784198	
151.134162	152.009824	
154.427355	155.240856	
157.734061	158.593507	
160.663745	161.500219	
172.654101	173.571655	
176.282424	177.051331	
180.764787	181.691800	
