33.531669	34.147682	
35.691903	36.384430	
38.813856	39.416465	
40.441292	40.980234	
43.305223	43.912859	
44.784660	45.375541	
47.538010	48.015518	
49.106805	49.517853	
51.979113	52.508002	
53.284301	53.863454	
55.166967	55.728807	
56.968093	57.623201	
69.334711	69.901019	
72.446053	73.148073	
76.006977	76.444274	
78.870908	79.379691	
80.479356	81.026116	
84.914315	85.517483	
96.076831	96.768799	
98.953049	99.518798	
100.817285	101.397554	
102.740720	103.266816	
105.817993	106.274279	
108.966195	109.575506	
113.212944	113.757470	
120.903893	121.559001	
123.988427	124.528486	
126.815498	127.554378	
130.280921	130.913130	
132.982890	133.555341	
135.314580	135.959076	
143.541121	144.107428	
146.075543	146.700492	
149.588438	150.151394	
153.085136	153.404033	
153.484456	153.855292	
156.164643	156.599706	
158.406418	158.941450	
168.209013	168.692665	
178.704135	179.164888	
180.436567	180.983328	
183.554052	184.280088	
187.442251	187.910265	
190.402242	190.920520	
193.346037	193.899499	
