31.868880	32.062309	
32.701211	32.847748	
33.316666	33.551126	
33.920399	34.201750	
34.952020	35.110280	
35.391631	35.626091	
36.487728	36.763218	
37.062154	37.372812	
39.371578	39.559145	
41.036239	41.176914	
41.428958	41.745478	
42.267150	42.525055	
42.970528	43.298771	
44.154548	44.248331	
44.904817	45.151000	
45.602334	45.854377	
46.305712	46.499141	
47.272856	47.548346	
49.353683	49.488497	
50.127398	50.227043	
51.041789	51.170742	
51.762752	52.249255	
53.034694	53.280876	
55.185858	55.291364	
56.346431	56.680536	
58.362781	58.468288	
130.124911	130.388678	
130.728644	130.916211	
131.303069	131.496498	
131.660620	131.912663	
131.971278	132.211599	
132.375720	132.621903	
132.827055	133.108406	
133.852814	134.175196	
135.921917	136.162238	
136.584265	136.824586	
137.164552	137.399011	
137.908960	138.278233	
138.629922	139.092979	
139.509145	139.901864	
140.148046	140.534904	
147.814865	148.154831	
148.318953	148.676503	
148.969577	149.262651	
149.532280	149.766739	
153.254321	153.705655	
155.464100	155.962326	
156.466413	156.982224	
157.539065	157.931784	
158.172105	158.570686	
165.305529	165.645495	
166.126137	166.483687	
166.946744	167.409801	
168.541067	168.992402	
169.672333	170.082637	
171.032197	171.378025	
171.641792	172.128295	
181.975585	182.233490	
183.077544	183.323726	
184.589806	184.777374	
185.375245	185.580397	
186.084484	186.260329	
187.919128	188.089111	
188.388047	188.722152	
188.985918	189.366915	
189.788941	190.105461	
