49.993365	50.950633	
52.147220	53.181602	
55.258343	56.231567	
56.896337	57.853605	
59.794734	60.826457	
61.262546	62.190565	
63.924285	64.937395	
65.554301	66.245662	
68.444721	69.287650	
69.737034	70.590599	
71.603708	72.590227	
73.446451	74.387765	
85.752674	86.686011	
88.911661	89.938066	
92.458874	93.155553	
95.314726	96.186904	
96.939424	97.800965	
101.393383	102.326720	
112.561519	113.571969	
115.430666	116.175209	
117.265432	118.071133	
119.217196	119.903239	
122.307048	122.947886	
125.460716	126.269077	
129.720563	130.316197	
137.386691	138.213665	
140.471224	141.247675	
143.305803	144.151390	
146.733357	147.602876	
149.453596	150.336411	
151.788268	152.745537	
160.004826	160.839777	
162.541588	163.419085	
166.059551	166.929070	
169.572196	170.572010	
172.643433	173.398612	
174.885038	175.688080	
184.641203	185.385745	
195.152546	195.921021	
196.880948	197.649423	
200.039936	200.994545	
203.887624	204.727894	
206.841862	207.559814	
209.828009	210.641688	
