1.005104	1.411774	
10.229577	10.642860	
11.598370	12.094310	
14.405387	14.921165	
19.668958	20.168204	
22.317275	22.555326	
32.507177	33.168430	
45.269352	45.705778	
51.497929	51.769465	
59.886340	60.266560	
62.289993	62.590863	
68.589809	68.874148	
74.021999	74.279888	
79.996416	80.297286	
81.203202	81.451172	
96.087998	96.405399	
98.551164	98.792521	
111.055450	111.392689	
113.049127	113.326853	
126.026208	126.353528	
128.714200	129.120871	
129.596972	130.106137	
131.633630	131.944419	
134.943200	135.320113	
140.580378	141.020111	
143.079913	143.351026	
148.991511	149.256012	
152.218423	152.433330	
153.544235	153.815348	
160.212967	160.550206	
166.266734	166.617198	
177.984130	179.872006	
184.976876	185.307502	
190.683486	190.967825	
193.513647	193.788067	
196.509121	196.816604	
203.359699	205.627794	
207.839684	208.355461	
213.314856	213.523150	
216.042522	216.254123	
218.151918	218.561895	
219.864562	221.501162	
223.068331	223.789096	
232.987120	233.354115	
241.302371	241.672672	
254.712573	255.079569	
256.762456	257.185658	
261.097532	261.530088	
269.230303	269.514712	
269.818889	270.090002	
270.357809	270.886812	
286.282508	286.515516	
298.583376	299.178503	
300.626646	301.139117	
305.136389	305.559591	
310.836386	311.239750	
315.600711	316.268576	
318.949955	319.350013	
