6.679328	6.791366	
7.511658	7.632957	
8.139981	8.258977	
8.759103	8.931560	
9.762468	9.920728	
10.214641	10.338811	
11.316643	11.451160	
11.878854	12.025442	
14.182882	14.317399	
15.852268	15.974713	
16.239406	16.542097	
17.077598	17.335503	
17.780976	18.040750	
18.964995	19.058779	
19.715265	19.896390	
20.412781	20.593117	
21.116159	21.253629	
22.083304	22.248707	
23.719767	23.859457	
24.164130	24.288876	
24.937846	25.032166	
25.852237	25.981190	
26.594629	26.818823	
27.857016	28.008778	
29.148720	29.286686	
29.996305	30.101812	
31.166470	31.330304	
33.173229	33.235957	
34.143082	34.198268	
93.076407	93.231471	
93.653489	93.823283	
94.227914	94.379311	
94.585464	94.795873	
94.896123	95.107836	
95.300565	95.498707	
95.751899	95.952888	
96.794270	97.015397	
98.855977	99.021134	
99.512934	99.688184	
100.096488	100.281831	
100.847952	101.050728	
101.564549	101.763655	
102.433989	102.585768	
103.072891	103.287685	
110.739710	110.950043	
111.243798	111.459276	
111.894422	112.054758	
112.457125	112.544723	
116.179166	116.419485	
118.417882	118.703237	
119.401483	119.670322	
120.484177	120.807151	
121.089752	121.312714	
128.250217	128.486024	
129.072331	129.337499	
129.884352	130.196315	
131.470775	131.786408	
132.585583	132.920484	
133.957042	134.200450	
134.566636	134.865664	
144.900430	145.098963	
146.002389	146.200926	
147.514651	147.679079	
148.300090	148.468162	
149.009329	149.169161	
150.843973	150.987720	
151.312892	151.534573	
151.910763	152.143818	
152.713786	152.909962	
