2.066335	2.682348	
4.226570	4.889453	
7.348522	7.916631	
8.975959	9.488987	
11.839889	12.409077	
13.319326	13.861287	
16.072676	16.496681	
17.674643	18.052519	
20.513779	21.042668	
21.818967	22.347309	
23.701633	24.243540	
25.502760	26.157867	
37.888040	38.435685	
41.009245	41.630874	
44.541644	44.903569	
47.405574	47.862838	
49.014022	49.508327	
53.448982	54.011221	
56.249826	56.841487	
59.126044	59.570910	
60.990279	61.480200	
62.913715	63.282402	
65.990988	66.382712	
69.139190	69.725928	
73.385939	73.863158	
81.076888	81.731996	
84.161422	84.701481	
86.988492	87.727373	
90.453916	91.086125	
93.155884	93.728335	
95.487575	96.132071	
100.605317	101.171625	
103.139739	103.764688	
106.652634	107.215590	
110.149332	110.468229	
110.548652	110.919488	
113.228840	113.663902	
115.470614	116.005646	
119.929962	120.413613	
124.984686	125.445439	
126.717118	127.263879	
129.834603	130.560638	
133.722802	134.190816	
136.682793	137.201070	
139.626587	140.180050	
