0.844982	1.425677	
2.976133	3.561524	
4.857300	5.455212	
6.655623	7.253536	
8.944257	9.401300	
11.399122	11.953208	
13.718986	14.238638	
15.715674	16.258804	
19.104367	19.624019	
22.438278	22.912538	
25.902101	26.294970	
29.113925	29.636707	
32.042444	32.587140	
35.321572	35.808355	
38.521635	39.064004	
41.525274	42.019133	
44.942605	45.481391	
47.888199	48.456867	
51.078874	51.637386	
54.205055	54.672341	
57.610408	58.104860	
60.682228	61.214944	
64.019400	64.566072	
67.377764	67.921896	
70.720464	71.315285	
74.076985	74.575630	
77.449169	77.969019	
80.615800	81.133886	
83.871060	84.408318	
87.167795	87.634229	
90.490749	91.004140	
93.388727	93.924833	
98.589178	99.054047	
102.179784	102.686914	
106.732998	107.387258	
